WETLAND,TRANSECT,SPECIES,STAGE,SEX,COUNT,MONTH,DAY,YEAR 
T08,E,FROTAD,L,U,16,7,3,2010
T09,E,RAPI,A,U,1,7,3,2010
T09,E,AMMA,L,U,1,7,3,2010
T09,E,FROTAD,L,U,116,7,3,2010
P01,E,AMMA,N,M,1,7,4,2010
P01,E,RAPI,A,U,1,7,4,2010
P02,E,AMMA,A,F,1,7,4,2010
P03,E,AMMA,A,M,1,7,4,2010
P04,E,AMMA,A,M,1,7,4,2010
P06,E,AMMA,L,U,7,7,4,2010
P07,E,RAPI,A,U,1,7,4,2010
P08,E,RAPI,A,U,1,7,4,2010
P08,E,FROTAD,L,U,2,7,4,2010
P11,E,AMMA,N,M,3,7,4,2010
T01,E,RAPI,A,U,1,7,4,2010
T02,E,NONE,NA,NA,0,7,4,2010
T03,E,RAPI,A,U,1,7,4,2010
T05,E,RAPI,A,U,2,7,4,2010
T06,E,RAPI,A,U,12,7,4,2010
T07,E,RAPI,A,U,3,7,4,2010
T08,E,RAPI,A,U,8,7,4,2010
T09,E,RAPI,A,U,2,7,4,2010
T09,E,AMMA,L,U,3,7,4,2010
T09,E,FROTAD,L,U,59,7,4,2010
P01,E,AMMA,N,F,1,8,1,2010
P02,E,NONE,NA,NA,0,8,1,2010
P03,E,NONE,NA,NA,0,8,1,2010
P04,E,NONE,NA,NA,0,8,1,2010
P06,E,AMMA,N,F,1,8,1,2010
P06,E,AMMA,L,U,6,8,1,2010
P07,E,RAPI,A,U,2,8,1,2010
P08,E,RAPI,A,U,1,8,1,2010
P08,E,AMMA,L,U,1,8,1,2010
P11,E,NONE,NA,NA,0,8,1,2010
T01,E,AMMA,N,F,1,8,1,2010
T02,E,NONE,NA,NA,0,8,1,2010
T06,E,NONE,NA,NA,0,8,1,2010
T07,E,NONE,NA,NA,0,8,1,2010
T08,E,RAPI,A,U,5,8,1,2010
T09,E,AMMA,L,U,2,8,1,2010
P01,E,AMMA,N,M,1,8,2,2010
P02,E,NONE,NA,NA,0,8,2,2010
P03,E,AMMA,A,F,9,8,2,2010
P04,E,NONE,NA,NA,0,8,2,2010
P06,E,AMMA,L,U,8,8,2,2010
P07,E,NONE,NA,NA,0,8,2,2010
P08,E,RAPI,A,U,1,8,2,2010
P08,E,AMMA,L,U,7,8,2,2010
P11,E,RAPI,A,U,1,8,2,2010
T01,E,AMMA,N,F,1,8,2,2010
T01,E,AMMA,N,M,1,8,2,2010
T02,E,NONE,NA,NA,0,8,2,2010
T06,E,NONE,NA,NA,0,8,2,2010
T07,E,RAPI,A,U,4,8,2,2010
T08,E,RAPI,A,U,1,8,2,2010
T09,E,NONE,NA,NA,0,8,2,2010
P01,E,AMMA,N,F,2,8,3,2010
P02,E,NONE,NA,NA,0,8,3,2010
P03,E,NONE,NA,NA,0,8,3,2010
P04,E,AMMA,L,U,1,8,3,2010
P06,E,AMMA,L,U,2,8,3,2010
P07,E,NONE,NA,NA,0,8,3,2010
P08,E,RAPI,A,U,1,8,3,2010
P08,E,AMMA,L,U,3,8,3,2010
P11,E,RAPI,A,U,2,8,3,2010
T01,E,AMMA,N,F,1,8,3,2010
T01,E,AMMA,N,M,2,8,3,2010
T02,E,NONE,NA,NA,0,8,3,2010
T06,E,RAPI,A,U,2,8,3,2010
T07,E,RAPI,A,U,4,8,3,2010
T08,E,RAPI,A,U,2,8,3,2010
T09,E,RAPI,A,U,2,8,3,2010
P01,E,RAPI,A,U,1,8,4,2010
P02,E,NONE,NA,NA,0,8,4,2010
P03,E,RAPI,A,U,1,8,4,2010
P04,E,NONE,NA,NA,0,8,4,2010
P06,E,AMMA,L,U,8,8,4,2010
P07,E,NONE,NA,NA,0,8,4,2010
P08,E,AMMA,L,U,2,8,4,2010
P11,E,RAPI,A,U,3,8,4,2010
P11,E,AMMA,L,U,1,8,4,2010
T01,E,NONE,NA,NA,0,8,4,2010
T02,E,NONE,NA,NA,0,8,4,2010
T06,E,NONE,NA,NA,0,8,4,2010
T07,E,RAPI,A,U,6,8,4,2010
T08,E,RAPI,A,U,6,8,4,2010
T09,E,AMMA,L,U,3,8,4,2010
P01,E,NONE,NA,NA,0,9,1,2010
P02,E,NONE,NA,NA,0,9,1,2010
P03,E,NONE,NA,NA,0,9,1,2010
P04,E,NONE,NA,NA,0,9,1,2010
P06,E,NONE,NA,NA,0,9,1,2010
P07,E,NONE,NA,NA,0,9,1,2010
P08,E,NONE,NA,NA,0,9,1,2010
P11,E,NONE,NA,NA,0,9,1,2010
T01,E,AMMA,N,M,1,9,1,2010
T08,E,RAPI,A,U,3,9,1,2010
T09,E,RAPI,A,U,1,9,1,2010
P01,E,RAPI,A,U,1,9,2,2010
P02,E,NONE,NA,NA,0,9,2,2010
P03,E,NONE,NA,NA,0,9,2,2010
P04,E,NONE,NA,NA,0,9,2,2010
P06,E,NONE,NA,NA,0,9,2,2010
P07,E,NONE,NA,NA,0,9,2,2010
P08,E,NONE,NA,NA,0,9,2,2010
P11,E,NONE,NA,NA,0,9,2,2010
T01,E,NONE,NA,NA,0,9,2,2010
T08,E,NONE,NA,NA,0,9,2,2010
T09,E,NONE,NA,NA,0,9,2,2010
P01,E,NONE,NA,NA,0,9,3,2010
P02,E,NONE,NA,NA,0,9,3,2010
P03,E,RAPI,A,U,1,9,3,2010
P04,E,NONE,NA,NA,0,9,3,2010
P06,E,NONE,NA,NA,0,9,3,2010
P07,E,CHPI,A,U,2,9,3,2010
P07,E,RAPI,A,U,2,9,3,2010
P08,E,NONE,NA,NA,0,9,3,2010
P11,E,NONE,NA,NA,0,9,3,2010
T01,E,AMMA,N,F,1,9,3,2010
T01,E,RAPI,A,U,1,9,3,2010
T08,E,RAPI,A,U,2,9,3,2010
T09,E,NONE,NA,NA,0,9,3,2010
P01,E,NONE,NA,NA,0,9,4,2010
P02,E,RAPI,A,U,3,9,4,2010
P03,E,NONE,NA,NA,0,9,4,2010
P04,E,NONE,NA,NA,0,9,4,2010
P06,E,AMMA,A,F,1,9,4,2010
P06,E,RAPI,A,U,1,9,4,2010
P06,E,AMMA,L,U,1,9,4,2010
P07,E,RAPI,A,U,2,9,4,2010
P08,E,NONE,NA,NA,0,9,4,2010
P11,E,NONE,NA,NA,0,9,4,2010
T01,E,AMMA,A,F,1,9,4,2010
T01,E,RAPI,A,U,1,9,4,2010
T08,E,RAPI,A,U,2,9,4,2010
T09,E,NONE,NA,NA,0,9,4,2010
P01,E,NONE,NA,NA,0,5,1,2011
P02,E,AMMA,A,M,1,5,1,2011
P02,E,AMMA,A,M,1,5,1,2011
P02,E,AMMA,A,M,2,5,1,2011
P02,E,AMMA,A,M,2,5,1,2011
P02,E,AMMA,A,M,2,5,1,2011
P02,E,AMMA,A,M,5,5,1,2011
P03,E,NONE,NA,NA,0,5,1,2011
P04,E,AMMA,A,F,1,5,1,2011
P06,E,NONE,NA,NA,0,5,1,2011
P07,E,AMMA,A,M,1,5,1,2011
P08,E,NONE,NA,NA,0,5,1,2011
P11,E,AMMA,A,M,1,5,1,2011
P11,E,AMMA,A,M,1,5,1,2011
P11,E,AMMA,A,M,1,5,1,2011
P11,E,AMMA,A,M,2,5,1,2011
T01,E,NONE,NA,NA,0,5,1,2011
T02,E,NONE,NA,NA,0,5,1,2011
T03,E,NONE,NA,NA,0,5,1,2011
T04,E,NONE,NA,NA,0,5,1,2011
T05,E,NONE,NA,NA,0,5,1,2011
T06,E,NONE,NA,NA,0,5,1,2011
T07,E,NONE,NA,NA,0,5,1,2011
T08,E,NONE,NA,NA,0,5,1,2011
T09,E,NONE,NA,NA,0,5,1,2011
P01,E,NONE,NA,NA,0,5,2,2011
P02,E,AMMA,A,F,1,5,2,2011
P03,E,NONE,NA,NA,0,5,2,2011
P04,E,NONE,NA,NA,0,5,2,2011
P06,E,NONE,NA,NA,0,5,2,2011
P07,E,NONE,NA,NA,0,5,2,2011
P08,E,NONE,NA,NA,0,5,2,2011
P11,E,NONE,NA,NA,0,5,2,2011
T01,E,AMMA,A,M,1,5,2,2011
T01,E,AMMA,A,M,1,5,2,2011
T01,E,AMMA,A,M,2,5,2,2011
T02,E,NONE,NA,NA,0,5,2,2011
T03,E,NONE,NA,NA,0,5,2,2011
T04,E,RAPI,A,U,1,5,2,2011
T05,E,NONE,NA,NA,0,5,2,2011
T06,E,NONE,NA,NA,0,5,2,2011
T07,E,NONE,NA,NA,0,5,2,2011
T08,E,AMMA,A,M,2,5,2,2011
T09,E,NONE,NA,NA,0,5,2,2011
P01,E,NONE,NA,NA,0,5,3,2011
P02,E,NONE,NA,NA,0,5,3,2011
P03,E,NONE,NA,NA,0,5,3,2011
P04,E,NONE,NA,NA,0,5,3,2011
P06,E,NONE,NA,NA,0,5,3,2011
P07,E,NONE,NA,NA,0,5,3,2011
P08,E,AMMA,A,M,1,5,3,2011
P11,E,NONE,NA,NA,0,5,3,2011
T01,E,NONE,NA,NA,0,5,3,2011
T02,E,NONE,NA,NA,0,5,3,2011
T03,E,NONE,NA,NA,0,5,3,2011
T04,E,NONE,NA,NA,0,5,3,2011
T05,E,NONE,NA,NA,0,5,3,2011
T06,E,NONE,NA,NA,0,5,3,2011
T07,E,NONE,NA,NA,0,5,3,2011
T08,E,RAPI,A,U,1,5,3,2011
T09,E,NONE,NA,NA,0,5,3,2011
P01,E,NONE,NA,NA,0,5,4,2011
P02,E,NONE,NA,NA,0,5,4,2011
P03,E,RAPI,A,U,1,5,4,2011
P04,E,NONE,NA,NA,0,5,4,2011
P06,E,AMMA,A,M,1,5,4,2011
P07,E,NONE,NA,NA,0,5,4,2011
P08,E,NONE,NA,NA,0,5,4,2011
P11,E,AMMA,A,M,1,5,4,2011
T01,E,NONE,NA,NA,0,5,4,2011
T02,E,NONE,NA,NA,0,5,4,2011
T03,E,NONE,NA,NA,0,5,4,2011
T04,E,NONE,NA,NA,0,5,4,2011
T05,E,RAPI,A,U,2,5,4,2011
T06,E,NONE,NA,NA,0,5,4,2011
T07,E,RAPI,A,U,2,5,4,2011
T08,E,NONE,NA,NA,0,5,4,2011
T09,E,NONE,NA,NA,0,5,4,2011
P01,E,AMMA,A,F,1,6,1,2011
P02,E,NONE,NA,NA,0,6,1,2011
P03,E,NONE,NA,NA,0,6,1,2011
P04,E,NONE,NA,NA,0,6,1,2011
P06,E,NONE,NA,NA,0,6,1,2011
P07,E,NONE,NA,NA,0,6,1,2011
P08,E,NONE,NA,NA,0,6,1,2011
P11,E,NONE,NA,NA,0,6,1,2011
T01,E,NONE,NA,NA,0,6,1,2011
T02,E,NONE,NA,NA,0,6,1,2011
T03,E,NONE,NA,NA,0,6,1,2011
T04,E,RAPI,A,U,1,6,1,2011
T05,E,NONE,NA,NA,0,6,1,2011
T06,E,NONE,NA,NA,0,6,1,2011
T07,E,FROTAD,L,U,17,6,1,2011
T08,E,FROTAD,L,U,105,6,1,2011
T09,E,FROTAD,L,U,5,6,1,2011
T09,E,FROTAD,L,U,7,6,1,2011
P01,E,NONE,NA,NA,0,6,2,2011
P02,E,NONE,NA,NA,0,6,2,2011
P03,E,NONE,NA,NA,0,6,2,2011
P04,E,NONE,NA,NA,0,6,2,2011
P06,E,NONE,NA,NA,0,6,2,2011
P07,E,RAPI,A,U,1,6,2,2011
P08,E,NONE,NA,NA,0,6,2,2011
P11,E,NONE,NA,NA,0,6,2,2011
T01,E,AMMA,A,F,1,6,2,2011
T02,E,NONE,NA,NA,0,6,2,2011
T03,E,NONE,NA,NA,0,6,2,2011
T04,E,RAPI,A,U,1,6,2,2011
T04,E,RASY,A,U,2,6,2,2011
T05,E,FROTAD,L,U,1,6,2,2011
T06,E,NONE,NA,NA,0,6,2,2011
T07,E,FROTAD,L,U,24,6,2,2011
T08,E,AMMA,A,M,1,6,2,2011
T08,E,FROTAD,L,U,35,6,2,2011
T09,E,RAPI,A,U,1,6,2,2011
T09,E,FROTAD,L,U,3,6,2,2011
P01,E,AMMA,L,U,2,6,3,2011
P02,E,NONE,NA,NA,0,6,3,2011
P03,E,NONE,NA,NA,0,6,3,2011
P06,E,AMMA,L,U,2,6,3,2011
P07,E,NONE,NA,NA,0,6,3,2011
P08,E,NONE,NA,NA,0,6,3,2011
P11,E,NONE,NA,NA,0,6,3,2011
T01,E,FROTAD,L,U,5,6,3,2011
T02,E,NONE,NA,NA,0,6,3,2011
T03,E,NONE,NA,NA,0,6,3,2011
T04,E,RAPI,A,U,1,6,3,2011
T05,E,FROTAD,L,U,2,6,3,2011
T06,E,NONE,NA,NA,0,6,3,2011
T07,E,AMMA,A,F,1,6,3,2011
T07,E,FROTAD,L,U,41,6,3,2011
T08,E,AMMA,A,M,1,6,3,2011
T08,E,AMMA,A,M,1,6,3,2011
T08,E,AMMA,L,U,2,6,3,2011
T08,E,FROTAD,L,U,302,6,3,2011
T09,E,NONE,NA,NA,0,6,3,2011
P01,E,NONE,NA,NA,0,6,4,2011
P02,E,AMMA,A,M,1,6,4,2011
P03,E,NONE,NA,NA,0,6,4,2011
P04,E,NONE,NA,NA,0,6,4,2011
P06,E,NONE,NA,NA,0,6,4,2011
P07,E,NONE,NA,NA,0,6,4,2011
P08,E,NONE,NA,NA,0,6,4,2011
P11,E,NONE,NA,NA,0,6,4,2011
T01,E,FROTAD,L,U,3,6,4,2011
T02,E,NONE,NA,NA,0,6,4,2011
T03,E,NONE,NA,NA,0,6,4,2011
T05,E,NONE,NA,NA,0,6,4,2011
T06,E,NONE,NA,NA,0,6,4,2011
T07,E,FROTAD,L,U,53,6,4,2011
T08,E,FROTAD,L,U,104,6,4,2011
T09,E,AMMA,A,F,1,6,4,2011
T09,E,FROTAD,L,U,2,6,4,2011
P01,E,AMMA,L,U,38,7,1,2011
P01,E,FROTAD,L,U,3,7,1,2011
P02,E,AMMA,L,U,133,7,1,2011
P03,E,NONE,NA,NA,0,7,1,2011
P04,E,AMMA,L,U,244,7,1,2011
P06,E,AMMA,L,U,109,7,1,2011
P07,E,AMMA,L,U,4,7,1,2011
P08,E,AMMA,A,F,1,7,1,2011
P11,E,AMMA,L,U,2,7,1,2011
P11,E,FROTAD,L,U,2,7,1,2011
T01,E,AMMA,L,U,101,7,1,2011
T01,E,FROTAD,L,U,9,7,1,2011
T02,E,NONE,NA,NA,0,7,1,2011
T03,E,AMMA,L,U,10,7,1,2011
T03,E,FROTAD,L,U,16,7,1,2011
T04,E,NONE,NA,NA,0,7,1,2011
T05,E,FROTAD,L,U,98,7,1,2011
T06,E,NONE,NA,NA,0,7,1,2011
T07,E,AMMA,A,F,1,7,1,2011
T07,E,FROTAD,L,U,25,7,1,2011
T08,E,FROTAD,L,U,254,7,1,2011
T09,E,AMMA,A,F,1,7,1,2011
T09,E,AMMA,L,U,1,7,1,2011
T09,E,FROTAD,L,U,282,7,1,2011
P01,E,AMMA,L,U,34,7,2,2011
P01,E,FROTAD,L,U,4,7,2,2011
P02,E,AMMA,L,U,100,7,2,2011
P03,E,NONE,NA,NA,0,7,2,2011
P04,E,AMMA,L,U,31,7,2,2011
P06,E,AMMA,L,U,162,7,2,2011
P07,E,AMMA,L,U,9,7,2,2011
P08,E,NONE,NA,NA,0,7,2,2011
P11,E,AMMA,L,U,5,7,2,2011
T01,E,AMMA,L,U,95,7,2,2011
T01,E,FROTAD,L,U,4,7,2,2011
T02,E,NONE,NA,NA,0,7,2,2011
T03,E,AMMA,L,U,7,7,2,2011
T03,E,FROTAD,L,U,1,7,2,2011
T04,E,RAPI,A,U,1,7,2,2011
T05,E,FROTAD,L,U,39,7,2,2011
T06,E,NONE,NA,NA,0,7,2,2011
T07,E,AMMA,A,F,1,7,2,2011
T07,E,AMMA,A,F,1,7,2,2011
T07,E,AMMA,L,U,45,7,2,2011
T08,E,AMMA,A,F,1,7,2,2011
T08,E,AMMA,A,M,1,7,2,2011
T08,E,AMMA,L,U,4,7,2,2011
T08,E,FROTAD,L,U,210,7,2,2011
T09,E,AMMA,L,U,8,7,2,2011
T09,E,FROTAD,L,U,236,7,2,2011
P01,E,AMMA,L,U,39,7,3,2011
P01,E,FROTAD,L,U,7,7,3,2011
P02,E,AMMA,L,U,87,7,3,2011
P03,E,NONE,NA,NA,0,7,3,2011
P04,E,AMMA,L,U,19,7,3,2011
P06,E,AMMA,A,F,1,7,3,2011
P06,E,AMMA,L,U,498,7,3,2011
P07,E,AMMA,L,U,2,7,3,2011
P08,E,AMMA,A,F,1,7,3,2011
P11,E,AMMA,L,U,1,7,3,2011
P11,E,FROTAD,L,U,2,7,3,2011
T01,E,AMMA,L,U,86,7,3,2011
T01,E,FROTAD,L,U,1,7,3,2011
T02,E,NONE,NA,NA,0,7,3,2011
T03,E,AMMA,L,U,8,7,3,2011
T03,E,FROTAD,L,U,2,7,3,2011
T04,E,NONE,NA,NA,0,7,3,2011
T05,E,AMMA,A,F,1,7,3,2011
T05,E,FROTAD,L,U,25,7,3,2011
T06,E,NONE,NA,NA,0,7,3,2011
T07,E,AMMA,A,F,1,7,3,2011
T07,E,FROTAD,L,U,13,7,3,2011
T08,E,AMMA,L,U,13,7,3,2011
T09,E,AMMA,A,F,1,7,3,2011
T09,E,AMMA,L,U,9,7,3,2011
T09,E,FROTAD,L,U,140,7,3,2011
P01,E,AMMA,L,U,44,7,4,2011
P01,E,FROTAD,L,U,3,7,4,2011
P02,E,AMMA,L,U,72,7,4,2011
P03,E,NONE,NA,NA,0,7,4,2011
P04,E,AMMA,L,U,124,7,4,2011
P06,E,AMMA,L,U,154,7,4,2011
P07,E,AMMA,L,U,4,7,4,2011
P08,E,AMMA,A,F,2,7,4,2011
P11,E,NONE,NA,NA,0,7,4,2011
T01,E,AMMA,L,U,106,7,4,2011
T02,E,NONE,NA,NA,0,7,4,2011
T03,E,FROTAD,L,U,7,7,4,2011
T04,E,NONE,NA,NA,0,7,4,2011
T05,E,FROTAD,L,U,36,7,4,2011
T06,E,NONE,NA,NA,0,7,4,2011
T07,E,FROTAD,L,U,19,7,4,2011
T08,E,AMMA,A,F,1,7,4,2011
T08,E,AMMA,L,U,1,7,4,2011
T08,E,FROTAD,L,U,95,7,4,2011
T09,E,AMMA,A,F,2,7,4,2011
T09,E,FROTAD,L,U,7,7,4,2011
P01,E,AMMA,L,U,79,8,1,2011
P02,E,AMMA,L,U,4,8,1,2011
P03,E,NONE,NA,NA,0,8,1,2011
P06,E,AMMA,L,U,26,8,1,2011
P07,E,AMMA,N,U,3,8,1,2011
P08,E,AMMA,A,M,1,8,1,2011
P11,E,AMMA,L,U,12,8,1,2011
T01,E,AMMA,L,U,73,8,1,2011
T02,E,NONE,NA,NA,0,8,1,2011
T03,E,AMMA,L,U,45,8,1,2011
T04,E,RAPI,A,U,1,8,1,2011
T05,E,RAPI,A,U,2,8,1,2011
T05,E,FROTAD,L,U,1,8,1,2011
T06,E,NONE,NA,NA,0,8,1,2011
T07,E,NONE,NA,NA,0,8,1,2011
T08,E,AMMA,L,U,62,8,1,2011
T09,E,AMMA,L,U,6,8,1,2011
T09,E,FROTAD,L,U,1,8,1,2011
P01,E,AMMA,L,U,33,8,2,2011
P02,E,AMMA,L,U,34,8,2,2011
P03,E,NONE,NA,NA,0,8,2,2011
P04,E,AMMA,L,U,7,8,2,2011
P06,E,AMMA,L,U,49,8,2,2011
P07,E,AMMA,L,U,30,8,2,2011
P07,E,AMMA,N,U,9,8,2,2011
P08,E,NONE,NA,NA,0,8,2,2011
P11,E,AMMA,L,U,15,8,2,2011
T01,E,AMMA,L,U,78,8,2,2011
T02,E,NONE,NA,NA,0,8,2,2011
T03,E,AMMA,L,U,25,8,2,2011
T04,E,NONE,NA,NA,0,8,2,2011
T05,E,RAPI,A,U,3,8,2,2011
T05,E,FROTAD,L,U,1,8,2,2011
T06,E,NONE,NA,NA,0,8,2,2011
T07,E,NONE,NA,NA,0,8,2,2011
T08,E,AMMA,L,U,42,8,2,2011
T09,E,AMMA,L,U,15,8,2,2011
T09,E,FROTAD,L,U,1,8,2,2011
P01,E,AMMA,L,U,24,8,3,2011
P02,E,AMMA,L,U,25,8,3,2011
P03,E,NONE,NA,NA,0,8,3,2011
P04,E,AMMA,L,U,24,8,3,2011
P06,E,AMMA,L,U,61,8,3,2011
P07,E,AMMA,L,U,1,8,3,2011
P08,E,NONE,NA,NA,0,8,3,2011
P11,E,AMMA,L,U,17,8,3,2011
T01,E,AMMA,L,U,64,8,3,2011
T02,E,NONE,NA,NA,0,8,3,2011
T03,E,AMMA,L,U,37,8,3,2011
T04,E,RAPI,A,U,5,8,3,2011
T05,E,RAPI,A,U,3,8,3,2011
T05,E,FROTAD,L,U,1,8,3,2011
T06,E,NONE,NA,NA,0,8,3,2011
T07,E,NONE,NA,NA,0,8,3,2011
T08,E,AMMA,L,U,31,8,3,2011
T09,E,AMMA,L,U,10,8,3,2011
T09,E,FROTAD,L,U,2,8,3,2011
P01,E,AMMA,L,U,46,8,4,2011
P02,E,AMMA,L,U,2,8,4,2011
P03,E,NONE,NA,NA,0,8,4,2011
P04,E,NONE,NA,NA,0,8,4,2011
P06,E,AMMA,L,U,32,8,4,2011
P07,E,AMMA,L,U,1,8,4,2011
P07,E,AMMA,N,U,4,8,4,2011
P08,E,RAPI,A,U,1,8,4,2011
P11,E,AMMA,L,U,20,8,4,2011
T01,E,AMMA,L,U,67,8,4,2011
T02,E,NONE,NA,NA,0,8,4,2011
T03,E,AMMA,L,U,29,8,4,2011
T04,E,NONE,NA,NA,0,8,4,2011
T05,E,RAPI,A,U,1,8,4,2011
T05,E,FROTAD,L,U,1,8,4,2011
T06,E,NONE,NA,NA,0,8,4,2011
T07,E,NONE,NA,NA,0,8,4,2011
T08,E,AMMA,L,U,22,8,4,2011
T09,E,AMMA,L,U,2,8,4,2011
P01,E,AMMA,L,U,46,9,1,2011
P02,E,RAPI,A,U,1,9,1,2011
P03,E,NONE,NA,NA,0,9,1,2011
P04,E,AMMA,L,U,1,9,1,2011
P06,E,RAPI,A,U,1,9,1,2011
P06,E,AMMA,L,U,10,9,1,2011
P07,E,AMMA,L,U,3,9,1,2011
P08,E,NONE,NA,NA,0,9,1,2011
P11,E,NONE,NA,NA,0,9,1,2011
T01,E,AMMA,L,U,102,9,1,2011
T02,E,NONE,NA,NA,0,9,1,2011
T03,E,AMMA,L,U,2,9,1,2011
T04,E,NONE,NA,NA,0,9,1,2011
T05,E,NONE,NA,NA,0,9,1,2011
T07,E,AMMA,A,F,1,9,1,2011
T07,E,RAPI,A,U,1,9,1,2011
T08,E,NONE,NA,NA,0,9,1,2011
T09,E,NONE,NA,NA,0,9,1,2011
P01,E,AMMA,L,U,14,9,2,2011
P02,E,RAPI,A,U,3,9,2,2011
P02,E,AMMA,L,U,3,9,2,2011
P03,E,NONE,NA,NA,0,9,2,2011
P04,E,NONE,NA,NA,0,9,2,2011
P06,E,RAPI,A,U,5,9,2,2011
P06,E,AMMA,L,U,4,9,2,2011
P07,E,AMMA,L,U,1,9,2,2011
P08,E,NONE,NA,NA,0,9,2,2011
P11,E,NONE,NA,NA,0,9,2,2011
T01,E,AMMA,L,U,100,9,2,2011
T02,E,NONE,NA,NA,0,9,2,2011
T03,E,RAPI,A,U,1,9,2,2011
T03,E,AMMA,L,U,15,9,2,2011
T04,E,NONE,NA,NA,0,9,2,2011
T05,E,NONE,NA,NA,0,9,2,2011
T06,E,NONE,NA,NA,0,9,2,2011
T07,E,RAPI,A,U,6,9,2,2011
T08,E,NONE,NA,NA,0,9,2,2011
T09,E,NONE,NA,NA,0,9,2,2011
P01,E,RAPI,A,U,2,9,3,2011
P01,E,AMMA,L,U,17,9,3,2011
P02,E,RAPI,A,U,2,9,3,2011
P02,E,AMMA,L,U,1,9,3,2011
P03,E,NONE,NA,NA,0,9,3,2011
P04,E,NONE,NA,NA,0,9,3,2011
P06,E,RAPI,A,U,1,9,3,2011
P06,E,AMMA,L,U,12,9,3,2011
P07,E,RAPI,A,U,1,9,3,2011
P07,E,AMMA,L,U,2,9,3,2011
P08,E,NONE,NA,NA,0,9,3,2011
P11,E,NONE,NA,NA,0,9,3,2011
T01,E,AMMA,L,U,72,9,3,2011
T02,E,NONE,NA,NA,0,9,3,2011
T03,E,NONE,NA,NA,0,9,3,2011
T04,E,NONE,NA,NA,0,9,3,2011
T06,E,NONE,NA,NA,0,9,3,2011
T07,E,RAPI,A,U,2,9,3,2011
T08,E,NONE,NA,NA,0,9,3,2011
T09,E,NONE,NA,NA,0,9,3,2011
P02,E,AMMA,L,U,2,9,4,2011
P03,E,NONE,NA,NA,0,9,4,2011
P04,E,NONE,NA,NA,0,9,4,2011
P06,E,RAPI,A,U,3,9,4,2011
P06,E,AMMA,L,U,2,9,4,2011
P07,E,AMMA,L,U,1,9,4,2011
P08,E,NONE,NA,NA,0,9,4,2011
P11,E,NONE,NA,NA,0,9,4,2011
T01,E,AMMA,L,U,51,9,4,2011
T01,E,AMMA,L,U,60,9,4,2011
T02,E,NONE,NA,NA,0,9,4,2011
T03,E,AMMA,L,U,4,9,4,2011
T04,E,NONE,NA,NA,0,9,4,2011
T05,E,RAPI,A,U,4,9,4,2011
T06,E,NONE,NA,NA,0,9,4,2011
T07,E,NONE,NA,NA,0,9,4,2011
T08,E,NONE,NA,NA,0,9,4,2011
T09,E,AMMA,L,U,1,9,4,2011
P01,E,AMMA,N,F,5,5,1,2012
P01,E,AMMA,A,M,1,5,1,2012
P01,E,AMMA,N,M,17,5,1,2012
P01,E,RAPI,A,U,1,5,1,2012
P02,E,AMMA,N,F,1,5,1,2012
P02,E,AMMA,N,M,13,5,1,2012
P03,E,NONE,NA,NA,0,5,1,2012
P04,E,AMMA,N,M,5,5,1,2012
P06,E,AMMA,N,M,1,5,1,2012
P07,E,NONE,NA,NA,0,5,1,2012
P08,E,NONE,NA,NA,0,5,1,2012
P11,E,RAPI,A,U,1,5,1,2012
T01,E,AMMA,N,F,3,5,1,2012
T01,E,AMMA,N,M,2,5,1,2012
T02,E,NONE,NA,NA,0,5,1,2012
T03,E,NONE,NA,NA,0,5,1,2012
T06,E,NONE,NA,NA,0,5,1,2012
T07,E,NONE,NA,NA,0,5,1,2012
T08,E,NONE,NA,NA,0,5,1,2012
T09,E,AMMA,A,M,2,5,1,2012
P01,E,AMMA,N,F,1,5,2,2012
P02,E,AMMA,N,F,3,5,2,2012
P02,E,AMMA,N,M,4,5,2,2012
P02,E,RAPI,A,U,1,5,2,2012
P03,E,NONE,NA,NA,0,5,2,2012
P04,E,AMMA,N,F,5,5,2,2012
P04,E,AMMA,N,M,9,5,2,2012
P06,E,AMMA,N,M,1,5,2,2012
P06,E,RAPI,A,U,1,5,2,2012
P07,E,NONE,NA,NA,0,5,2,2012
P08,E,NONE,NA,NA,0,5,2,2012
P11,E,NONE,NA,NA,0,5,2,2012
T01,E,AMMA,N,F,3,5,2,2012
T02,E,NONE,NA,NA,0,5,2,2012
T03,E,NONE,NA,NA,0,5,2,2012
T06,E,NONE,NA,NA,0,5,2,2012
T07,E,RAPI,A,U,3,5,2,2012
T08,E,NONE,NA,NA,0,5,2,2012
T09,E,RAPI,A,U,2,5,2,2012
P01,E,AMMA,N,F,1,5,3,2012
P01,E,RAPI,A,U,1,5,3,2012
P02,E,AMMA,N,F,9,5,3,2012
P02,E,AMMA,N,M,24,5,3,2012
P03,E,NONE,NA,NA,0,5,3,2012
P04,E,AMMA,N,F,1,5,3,2012
P04,E,AMMA,N,M,2,5,3,2012
P06,E,AMMA,N,F,2,5,3,2012
P06,E,AMMA,N,M,12,5,3,2012
P07,E,AMMA,N,F,2,5,3,2012
P07,E,AMMA,A,M,2,5,3,2012
P07,E,AMMA,N,M,10,5,3,2012
P07,E,NONE,NA,NA,0,5,3,2012
P07,E,RAPI,A,U,1,5,3,2012
P08,E,NONE,NA,NA,0,5,3,2012
P11,E,AMMA,A,M,1,5,3,2012
