"park","plot","visit","quadrat","percentage_cover","percentage_litter","percentage_rock","canopy_closure_index"
"Nitmiluk","40","T2","21",90,0,0,"0"
"Nitmiluk","40","T2","22",85,0,0,"0"
"Nitmiluk","40","T2","23",80,5,0,"0"
"Nitmiluk","40","T2","24",60,5,0,"0"
"Nitmiluk","40","T2","25",50,0,0,"0"
"Nitmiluk","40","T2","26",80,5,0,"0"
"Nitmiluk","40","T2","27",40,5,0,"0"
"Nitmiluk","40","T2","28",80,0,0,"0"
"Nitmiluk","40","T2","29",90,5,0,"0"
"Nitmiluk","40","T2","30",90,0,0,"0"
"Nitmiluk","40","T2","31",80,0,0,"0"
"Nitmiluk","40","T2","32",70,0,0,"0"
"Nitmiluk","40","T2","33",90,0,0,"0"
"Nitmiluk","40","T2","34",90,0,0,"0"
"Nitmiluk","40","T2","35",60,0,0,"0"
"Nitmiluk","40","T2","36",60,0,0,"0"
"Nitmiluk","40","T2","37",95,5,0,"0"
"Nitmiluk","40","T2","38",70,0,0,"0"
"Nitmiluk","40","T2","39",75,5,0,"0"
"Nitmiluk","40","T2","40",90,0,0,"0"
"Nitmiluk","40","T3","1",70,1,0,"0"
"Nitmiluk","40","T3","2",60,0,0,"0"
"Nitmiluk","40","T3","3",20,0,0,"0"
"Nitmiluk","40","T3","4",30,5,0,"0"
"Nitmiluk","40","T3","5",20,5,0,"0"
"Nitmiluk","40","T3","6",40,5,0,"1"
"Nitmiluk","40","T3","7",25,1,0,"0"
"Nitmiluk","40","T3","8",15,0,0,"0"
"Nitmiluk","40","T3","9",15,0,0,"0"
"Nitmiluk","40","T3","10",15,10,0,"0"
"Nitmiluk","40","T3","11",20,5,0,"0"
"Nitmiluk","40","T3","12",15,15,0,"0"
"Nitmiluk","40","T3","13",10,2,0,"0"
"Nitmiluk","40","T3","14",10,40,0,"0"
"Nitmiluk","40","T3","15",50,5,0,"0"
"Nitmiluk","40","T3","16",20,5,0,"0"
"Nitmiluk","40","T3","17",60,0,0,"0"
"Nitmiluk","40","T3","18",50,0,0,"0"
"Nitmiluk","40","T3","19",60,0,0,"0"
"Nitmiluk","40","T3","20",40,0,0,"0"
"Nitmiluk","40","T3","21",20,5,0,"0"
"Nitmiluk","40","T3","22",15,0,0,"0"
"Nitmiluk","40","T3","23",30,5,0,"0"
"Nitmiluk","40","T3","24",20,20,0,"1"
"Nitmiluk","40","T3","25",10,0,0,"0"
"Nitmiluk","40","T3","26",20,10,0,"0"
"Nitmiluk","40","T3","27",15,0,0,"0"
"Nitmiluk","40","T3","28",25,5,0,"0"
"Nitmiluk","40","T3","29",20,5,0,"0"
"Nitmiluk","40","T3","30",25,0,0,"0"
"Nitmiluk","40","T3","31",15,5,0,"0"
"Nitmiluk","40","T3","32",20,0,0,"0"
"Nitmiluk","40","T3","33",25,5,0,"0"
"Nitmiluk","40","T3","34",20,0,0,"0"
"Nitmiluk","40","T3","35",30,5,0,"0"
"Nitmiluk","40","T3","36",70,5,0,"0"
"Nitmiluk","40","T3","37",40,5,0,"0"
"Nitmiluk","40","T3","38",50,5,0,"0"
"Nitmiluk","40","T3","39",50,5,0,"0"
"Nitmiluk","40","T3","40",80,5,0,"0"
"Nitmiluk","40","T4","1",NA,NA,NA,NA
"Nitmiluk","40","T4","2",NA,NA,NA,NA
"Nitmiluk","40","T4","3",NA,NA,NA,NA
"Nitmiluk","40","T4","4",NA,NA,NA,NA
"Nitmiluk","40","T4","5",NA,NA,NA,NA
"Nitmiluk","40","T4","6",NA,NA,NA,NA
"Nitmiluk","40","T4","7",NA,NA,NA,NA
"Nitmiluk","40","T4","8",NA,NA,NA,NA
"Nitmiluk","40","T4","9",NA,NA,NA,NA
"Nitmiluk","40","T4","10",NA,NA,NA,NA
"Nitmiluk","40","T4","11",NA,NA,NA,NA
"Nitmiluk","40","T4","12",NA,NA,NA,NA
"Nitmiluk","40","T4","13",NA,NA,NA,NA
"Nitmiluk","40","T4","14",NA,NA,NA,NA
"Nitmiluk","40","T4","15",NA,NA,NA,NA
"Nitmiluk","40","T4","16",NA,NA,NA,NA
"Nitmiluk","40","T4","17",NA,NA,NA,NA
"Nitmiluk","40","T4","18",NA,NA,NA,NA
"Nitmiluk","40","T4","19",NA,NA,NA,NA
"Nitmiluk","40","T4","20",NA,NA,NA,NA
"Nitmiluk","40","T4","21",NA,NA,NA,NA
"Nitmiluk","40","T4","22",NA,NA,NA,NA
"Nitmiluk","40","T4","23",NA,NA,NA,NA
"Nitmiluk","40","T4","24",NA,NA,NA,NA
"Nitmiluk","40","T4","25",NA,NA,NA,NA
"Nitmiluk","40","T4","26",NA,NA,NA,NA
"Nitmiluk","40","T4","27",NA,NA,NA,NA
"Nitmiluk","40","T4","28",NA,NA,NA,NA
"Nitmiluk","40","T4","29",NA,NA,NA,NA
"Nitmiluk","40","T4","30",NA,NA,NA,NA
"Nitmiluk","40","T4","31",NA,NA,NA,NA
"Nitmiluk","40","T4","32",NA,NA,NA,NA
"Nitmiluk","40","T4","33",NA,NA,NA,NA
"Nitmiluk","40","T4","34",NA,NA,NA,NA
"Nitmiluk","40","T4","35",NA,NA,NA,NA
"Nitmiluk","40","T4","36",NA,NA,NA,NA
"Nitmiluk","40","T4","37",NA,NA,NA,NA
"Nitmiluk","40","T4","38",NA,NA,NA,NA
"Nitmiluk","40","T4","39",NA,NA,NA,NA
"Nitmiluk","40","T4","40",NA,NA,NA,NA
"Nitmiluk","41","T1","1",40,5,0,"1"
"Nitmiluk","41","T1","2",40,5,50,"0"
"Nitmiluk","41","T1","3",40,5,15,"1"
"Nitmiluk","41","T1","4",50,5,5,"1"
"Nitmiluk","41","T1","5",50,5,5,"2"
"Nitmiluk","41","T1","6",40,0,0,"2"
"Nitmiluk","41","T1","7",70,5,20,"1"
"Nitmiluk","41","T1","8",30,0,0,"0"
"Nitmiluk","41","T1","9",35,0,0,"0"
"Nitmiluk","41","T1","10",30,0,0,"0"
"Nitmiluk","41","T1","11",30,0,0,"0"
"Nitmiluk","41","T1","12",60,5,0,"0"
"Nitmiluk","41","T1","13",40,0,0,"0"
"Nitmiluk","41","T1","14",25,0,0,"0"
"Nitmiluk","41","T1","15",40,0,0,"1"
"Nitmiluk","41","T1","16",20,20,0,"2"
"Nitmiluk","41","T1","17",80,10,5,"1"
"Nitmiluk","41","T1","18",50,5,0,"0"
"Nitmiluk","41","T1","19",70,30,0,"2"
"Nitmiluk","41","T1","20",70,10,0,"1"
"Nitmiluk","41","T1","21",40,0,0,"0"
"Nitmiluk","41","T1","22",30,0,0,"0"
"Nitmiluk","41","T1","23",20,0,0,"0"
"Nitmiluk","41","T1","24",30,0,0,"0"
"Nitmiluk","41","T1","25",15,0,0,"0"
"Nitmiluk","41","T1","26",35,5,0,"0"
"Nitmiluk","41","T1","27",20,0,0,"0"
"Nitmiluk","41","T1","28",10,0,0,"0"
"Nitmiluk","41","T1","29",30,0,0,"0"
"Nitmiluk","41","T1","30",15,10,0,"0"
"Nitmiluk","41","T1","31",50,5,0,"0"
"Nitmiluk","41","T1","32",20,0,0,"0"
"Nitmiluk","41","T1","33",30,5,0,"0"
"Nitmiluk","41","T1","34",60,0,0,"0"
"Nitmiluk","41","T1","35",80,5,0,"0"
"Nitmiluk","41","T1","36",50,10,0,"1"
"Nitmiluk","41","T1","37",40,5,0,"0"
"Nitmiluk","41","T1","38",40,5,0,"0"
"Nitmiluk","41","T1","39",25,0,0,"0"
"Nitmiluk","41","T2","1",30,60,0,"1"
"Nitmiluk","41","T2","2",25,70,0,"1"
"Nitmiluk","41","T2","3",15,40,5,"1"
"Nitmiluk","41","T2","4",5,70,0,"1"
"Nitmiluk","41","T2","5",10,30,5,"1"
"Nitmiluk","41","T2","6",5,75,0,"1"
"Nitmiluk","41","T2","7",5,70,10,"1"
"Nitmiluk","41","T2","8",5,70,0,"1"
"Nitmiluk","41","T2","9",25,50,0,"0"
"Nitmiluk","41","T2","10",15,30,0,"0"
"Nitmiluk","41","T2","11",20,70,0,"0"
"Nitmiluk","41","T2","12",30,15,0,"0"
"Nitmiluk","41","T2","13",25,75,0,"0"
"Nitmiluk","41","T2","14",5,30,0,"1"
"Nitmiluk","41","T2","15",5,40,0,"1"
"Nitmiluk","41","T2","16",10,40,0,"1"
"Nitmiluk","41","T2","17",15,70,0,"1"
"Nitmiluk","41","T2","18",10,80,0,"1"
"Nitmiluk","41","T2","19",15,85,0,"1"
"Nitmiluk","41","T2","20",10,60,0,"1"
"Nitmiluk","41","T2","21",15,30,0,"1"
"Nitmiluk","41","T2","22",15,40,0,"1"
"Nitmiluk","41","T2","23",20,5,0,"0"
"Nitmiluk","41","T2","24",35,15,0,"0"
"Nitmiluk","41","T2","25",35,20,0,"0"
"Nitmiluk","41","T2","26",15,80,0,"0"
"Nitmiluk","41","T2","27",40,50,0,"0"
"Nitmiluk","41","T2","28",60,20,0,"0"
"Nitmiluk","41","T2","29",20,3,0,"0"
"Nitmiluk","41","T2","30",15,3,0,"0"
"Nitmiluk","41","T2","31",10,75,0,"0"
"Nitmiluk","41","T2","32",10,90,0,"0"
"Nitmiluk","41","T2","33",5,85,0,"1"
"Nitmiluk","41","T2","34",5,80,0,"1"
"Nitmiluk","41","T2","35",2,95,0,"1"
"Nitmiluk","41","T2","36",5,95,0,"0"
"Nitmiluk","41","T2","37",5,60,0,"1"
"Nitmiluk","41","T2","38",7,93,0,"1"
"Nitmiluk","41","T2","39",10,90,0,"0"
"Nitmiluk","41","T2","40",15,80,0,"0"
"Nitmiluk","41","T3","1",25,30,0,"0"
"Nitmiluk","41","T3","2",15,80,5,"0"
"Nitmiluk","41","T3","3",15,80,5,"0"
"Nitmiluk","41","T3","4",30,50,0,"0"
"Nitmiluk","41","T3","5",30,50,5,"1"
"Nitmiluk","41","T3","6",35,50,0,"1"
"Nitmiluk","41","T3","7",30,60,0,"1"
"Nitmiluk","41","T3","8",15,30,0,"1"
"Nitmiluk","41","T3","9",15,20,0,"0"
"Nitmiluk","41","T3","10",15,30,0,"0"
"Nitmiluk","41","T3","11",25,50,0,"0"
"Nitmiluk","41","T3","12",50,30,0,"0"
"Nitmiluk","41","T3","13",25,30,0,"0"
"Nitmiluk","41","T3","14",15,70,0,"1"
"Nitmiluk","41","T3","15",20,60,0,"1"
"Nitmiluk","41","T3","16",20,40,0,"1"
"Nitmiluk","41","T3","17",25,50,0,"1"
"Nitmiluk","41","T3","18",10,80,0,"1"
"Nitmiluk","41","T3","19",10,40,0,"1"
"Nitmiluk","41","T3","20",10,80,0,"0"
"Nitmiluk","41","T3","21",10,30,0,"0"
"Nitmiluk","41","T3","22",15,20,0,"0"
"Nitmiluk","41","T3","23",15,50,0,"0"
"Nitmiluk","41","T3","24",10,5,0,"0"
"Nitmiluk","41","T3","25",10,0,0,"0"
"Nitmiluk","41","T3","26",20,5,0,"0"
"Nitmiluk","41","T3","27",30,10,0,"0"
"Nitmiluk","41","T3","28",25,0,0,"0"
"Nitmiluk","41","T3","29",15,1,0,"0"
"Nitmiluk","41","T3","30",15,2,0,"0"
"Nitmiluk","41","T3","31",20,5,0,"0"
"Nitmiluk","41","T3","32",20,5,0,"0"
"Nitmiluk","41","T3","33",25,10,0,"1"
"Nitmiluk","41","T3","34",20,5,0,"0"
"Nitmiluk","41","T3","35",30,60,0,"0"
"Nitmiluk","41","T3","36",10,80,0,"0"
"Nitmiluk","41","T3","37",25,60,0,"0"
"Nitmiluk","41","T3","38",30,60,0,"0"
"Nitmiluk","41","T3","39",25,15,0,"0"
"Nitmiluk","41","T3","40",20,20,0,"0"
"Nitmiluk","41","T4","1",0.1,20,0,"0"
"Nitmiluk","41","T4","2",1,20,5,"0"
"Nitmiluk","41","T4","3",0.1,20,10,"0"
"Nitmiluk","41","T4","4",0.1,0,1,"0"
"Nitmiluk","41","T4","5",0,10,5,"1"
"Nitmiluk","41","T4","6",0,25,0,"2"
"Nitmiluk","41","T4","7",0.1,80,0,"2"
"Nitmiluk","41","T4","8",2,50,0,"0"
"Nitmiluk","41","T4","9",0.1,20,0,"0"
"Nitmiluk","41","T4","10",5,20,0,"0"
"Nitmiluk","41","T4","11",0.1,0,0,"0"
"Nitmiluk","41","T4","12",5,20,0,"0"
"Nitmiluk","41","T4","13",0.1,20,0,"0"
"Nitmiluk","41","T4","14",0.1,10,0,"1"
"Nitmiluk","41","T4","15",0.1,10,0,"2"
"Nitmiluk","41","T4","16",0.1,10,0,"0"
"Nitmiluk","41","T4","17",0.1,30,0,"0"
"Nitmiluk","41","T4","18",0,20,0,"0"
"Nitmiluk","41","T4","19",0.1,40,0,"2"
"Nitmiluk","41","T4","20",0.1,40,0,"1"
"Nitmiluk","41","T4","21",1,30,0,"0"
"Nitmiluk","41","T4","22",1,20,0,"0"
"Nitmiluk","41","T4","23",0.1,10,0,"0"
"Nitmiluk","41","T4","24",0.1,20,0,"0"
"Nitmiluk","41","T4","25",0.1,20,0,"0"
"Nitmiluk","41","T4","26",1,20,0,"0"
"Nitmiluk","41","T4","27",0.1,30,0,"0"
"Nitmiluk","41","T4","28",2,30,0,"0"
"Nitmiluk","41","T4","29",5,0,0,"0"
"Nitmiluk","41","T4","30",20,5,0,"0"
"Nitmiluk","41","T4","31",20,5,0,"0"
"Nitmiluk","41","T4","32",2,15,0,"0"
"Nitmiluk","41","T4","33",1,25,0,"1"
"Nitmiluk","41","T4","34",0.1,25,0,"1"
"Nitmiluk","41","T4","35",0.1,35,0,"0"
"Nitmiluk","41","T4","36",0.1,40,0,"1"
"Nitmiluk","41","T4","37",0,35,0,"1"
"Nitmiluk","41","T4","38",0.1,20,0,"0"
"Nitmiluk","41","T4","39",0.1,20,0,"0"
"Nitmiluk","41","T4","40",0.1,25,0,"1"
"Nitmiluk","41","T5","1",20,35,0,NA
"Nitmiluk","41","T5","2",20,NA,NA,NA
"Nitmiluk","41","T5","3",20,NA,NA,NA
"Nitmiluk","41","T5","4",20,NA,NA,NA
"Nitmiluk","41","T5","5",25,2,0,NA
"Nitmiluk","41","T5","6",30,5,0,NA
"Nitmiluk","41","T5","7",25,5,0,NA
"Nitmiluk","41","T5","8",25,2,0,NA
"Nitmiluk","41","T5","9",25,1,0,NA
"Nitmiluk","41","T5","10",25,1,0,NA
"Nitmiluk","41","T5","11",30,1,0,NA
"Nitmiluk","41","T5","12",20,1,0,NA
"Nitmiluk","41","T5","13",30,2,0,NA
"Nitmiluk","41","T5","14",25,1,0,NA
"Nitmiluk","41","T5","15",25,3,0,NA
"Nitmiluk","41","T5","16",20,5,0,NA
"Nitmiluk","41","T5","17",20,2,0,NA
"Nitmiluk","41","T5","18",15,5,0,NA
"Nitmiluk","41","T5","19",20,2,0,NA
"Nitmiluk","41","T5","20",20,NA,NA,NA
"Nitmiluk","41","T5","21",25,1,0,NA
"Nitmiluk","41","T5","22",25,1,NA,NA
"Nitmiluk","41","T5","23",25,1,0,NA
"Nitmiluk","41","T5","24",20,1,0,NA
"Nitmiluk","41","T5","25",20,1,0,NA
"Nitmiluk","41","T5","26",25,1,0,NA
"Nitmiluk","41","T5","27",20,1,0,NA
"Nitmiluk","41","T5","28",25,NA,NA,NA
"Nitmiluk","41","T5","29",25,1,0,NA
"Nitmiluk","41","T5","30",25,1,0,NA
"Nitmiluk","41","T5","31",25,2,0,NA
"Nitmiluk","41","T5","32",25,5,0,NA
"Nitmiluk","41","T5","33",20,1,0,NA
"Nitmiluk","41","T5","34",20,1,0,NA
"Nitmiluk","41","T5","35",20,7,0,NA
"Nitmiluk","41","T5","36",15,2,0,NA
"Nitmiluk","41","T5","37",30,NA,NA,NA
"Nitmiluk","41","T5","38",25,1,NA,NA
"Nitmiluk","41","T5","39",20,1,0,NA
"Nitmiluk","41","T5","40",25,NA,NA,NA
"Nitmiluk","42","T1","1",90,70,0,"0"
"Nitmiluk","42","T1","2",90,70,0,"1"
"Nitmiluk","42","T1","3",80,50,0,"1"
"Nitmiluk","42","T1","4",70,50,0,"1"
"Nitmiluk","42","T1","5",60,45,0,"0"
"Nitmiluk","42","T1","6",35,10,0,"0"
"Nitmiluk","42","T1","7",60,10,0,"0"
"Nitmiluk","42","T1","8",20,5,0,"0"
"Nitmiluk","42","T1","9",20,0,0,"0"
"Nitmiluk","42","T1","10",20,0,0,"0"
"Nitmiluk","42","T1","11",50,20,0,"0"
"Nitmiluk","42","T1","12",40,10,0,"1"
"Nitmiluk","42","T1","13",80,20,0,"1"
"Nitmiluk","42","T1","14",45,15,0,"1"
"Nitmiluk","42","T1","15",40,20,0,"1"
"Nitmiluk","42","T1","16",20,5,0,"1"
"Nitmiluk","42","T1","17",25,5,0,"0"
"Nitmiluk","42","T1","18",40,30,0,"0"
"Nitmiluk","42","T1","19",10,1,0,"0"
"Nitmiluk","42","T1","20",10,5,0,"0"
"Nitmiluk","42","T1","21",60,20,0,"0"
"Nitmiluk","42","T1","22",40,20,0,"0"
"Nitmiluk","42","T1","23",85,70,0,"0"
"Nitmiluk","42","T1","24",10,1,0,"0"
"Nitmiluk","42","T1","25",60,25,0,"0"
"Nitmiluk","42","T1","26",30,10,0,"0"
"Nitmiluk","42","T1","27",40,5,0,"1"
"Nitmiluk","42","T1","28",20,5,0,"1"
"Nitmiluk","42","T1","29",25,10,0,"0"
"Nitmiluk","42","T1","30",35,10,0,"0"
"Nitmiluk","42","T1","31",35,5,0,"0"
"Nitmiluk","42","T1","32",25,10,0,"0"
"Nitmiluk","42","T1","33",25,0,0,"0"
"Nitmiluk","42","T1","34",30,5,0,"0"
"Nitmiluk","42","T1","35",20,5,0,"0"
"Nitmiluk","42","T1","36",35,10,0,"1"
"Nitmiluk","42","T1","37",45,10,0,"0"
"Nitmiluk","42","T1","38",65,15,0,"1"
"Nitmiluk","42","T1","39",55,5,0,"1"
"Nitmiluk","42","T1","40",55,5,0,"1"
"Nitmiluk","42","T2","1",NA,15,0,"0"
"Nitmiluk","42","T2","2",NA,10,1,"1"
"Nitmiluk","42","T2","3",NA,40,2,"1"
"Nitmiluk","42","T2","4",NA,50,2,"1"
"Nitmiluk","42","T2","5",NA,5,3,"1"
"Nitmiluk","42","T2","6",NA,5,2,"1"
"Nitmiluk","42","T2","7",NA,5,4,"0"
"Nitmiluk","42","T2","8",NA,5,1,"0"
"Nitmiluk","42","T2","9",NA,60,1,"0"
"Nitmiluk","42","T2","10",NA,8,1,"0"
"Nitmiluk","42","T2","11",NA,50,1,"0"
"Nitmiluk","42","T2","12",NA,20,3,"1"
"Nitmiluk","42","T2","13",NA,40,3,"1"
"Nitmiluk","42","T2","14",NA,20,3,"1"
"Nitmiluk","42","T2","15",NA,20,2,"1"
"Nitmiluk","42","T2","16",NA,10,2,"1"
"Nitmiluk","42","T2","17",NA,5,1,"0"
"Nitmiluk","42","T2","18",NA,10,2,"0"
"Nitmiluk","42","T2","19",NA,3,2,"0"
"Nitmiluk","42","T2","20",NA,20,1,"0"
"Nitmiluk","42","T2","21",NA,30,0,"1"
"Nitmiluk","42","T2","22",NA,30,0,"0"
"Nitmiluk","42","T2","23",NA,70,1,"1"
"Nitmiluk","42","T2","24",NA,10,0,"0"
"Nitmiluk","42","T2","25",NA,30,0,"0"
"Nitmiluk","42","T2","26",NA,1,0,"1"
"Nitmiluk","42","T2","27",NA,2,0,"1"
"Nitmiluk","42","T2","28",NA,2,0,"0"
"Nitmiluk","42","T2","29",NA,30,0,"0"
"Nitmiluk","42","T2","30",NA,1,0,"0"
"Nitmiluk","42","T2","31",NA,5,0,"0"
"Nitmiluk","42","T2","32",NA,70,0,"0"
"Nitmiluk","42","T2","33",NA,2,1,"0"
"Nitmiluk","42","T2","34",NA,10,1,"0"
"Nitmiluk","42","T2","35",NA,5,0,"1"
"Nitmiluk","42","T2","36",NA,10,0,"0"
"Nitmiluk","42","T2","37",NA,20,1,"1"
"Nitmiluk","42","T2","38",NA,10,0,"1"
"Nitmiluk","42","T2","39",NA,50,0,"1"
"Nitmiluk","42","T2","40",NA,20,0,"1"
"Nitmiluk","42","T3","1",15,10,0,"1"
"Nitmiluk","42","T3","2",20,10,0,"1"
"Nitmiluk","42","T3","3",20,5,0,"1"
"Nitmiluk","42","T3","4",25,10,0,"1"
"Nitmiluk","42","T3","5",25,30,0,"1"
"Nitmiluk","42","T3","6",10,1,0,"1"
"Nitmiluk","42","T3","7",20,5,0,"0"
"Nitmiluk","42","T3","8",20,1,0,"0"
"Nitmiluk","42","T3","9",20,5,0,"0"
"Nitmiluk","42","T3","10",15,1,0,"0"
"Nitmiluk","42","T3","11",30,40,0,"0"
"Nitmiluk","42","T3","12",25,20,0,"1"
"Nitmiluk","42","T3","13",25,20,0,"1"
"Nitmiluk","42","T3","14",30,20,0,"1"
"Nitmiluk","42","T3","15",30,10,0,"1"
"Nitmiluk","42","T3","16",20,5,0,"1"
"Nitmiluk","42","T3","17",25,5,0,"0"
"Nitmiluk","42","T3","18",25,5,0,"0"
"Nitmiluk","42","T3","19",20,5,0,"0"
"Nitmiluk","42","T3","20",25,20,0,"0"
"Nitmiluk","42","T3","21",15,20,0,"1"
"Nitmiluk","42","T3","22",25,10,0,"0"
"Nitmiluk","42","T3","23",20,50,0,"0"
"Nitmiluk","42","T3","24",25,10,0,"0"
"Nitmiluk","42","T3","25",20,10,0,"0"
"Nitmiluk","42","T3","26",25,5,0,"1"
"Nitmiluk","42","T3","27",30,5,0,"1"
"Nitmiluk","42","T3","28",25,1,0,"0"
"Nitmiluk","42","T3","29",20,5,0,"0"
"Nitmiluk","42","T3","30",30,5,0,"0"
"Nitmiluk","42","T3","31",25,5,0,"0"
"Nitmiluk","42","T3","32",20,5,0,"0"
"Nitmiluk","42","T3","33",20,5,0,"0"
"Nitmiluk","42","T3","34",15,1,0,"0"
"Nitmiluk","42","T3","35",20,5,0,"0"
"Nitmiluk","42","T3","36",15,10,0,"0"
"Nitmiluk","42","T3","37",25,10,0,"1"
"Nitmiluk","42","T3","38",15,5,0,"1"
"Nitmiluk","42","T3","39",15,30,0,"1"
"Nitmiluk","42","T3","40",15,10,0,"1"
"Nitmiluk","42","T4","1",15,15,1,"0"
"Nitmiluk","42","T4","2",15,20,1,"0"
"Nitmiluk","42","T4","3",33,25,1,"0"
"Nitmiluk","42","T4","4",21,15,1,"1"
"Nitmiluk","42","T4","5",17,15,0,"0"
"Nitmiluk","42","T4","6",10,25,2,"0"
"Nitmiluk","42","T4","7",15,8,2,"0"
"Nitmiluk","42","T4","8",10,2,2,"0"
"Nitmiluk","42","T4","9",8,3,1,"0"
"Nitmiluk","42","T4","10",10,15,2,"0"
"Nitmiluk","42","T4","11",8,5,2,"1"
"Nitmiluk","42","T4","12",18,40,5,"2"
"Nitmiluk","42","T4","13",14,30,3,"2"
"Nitmiluk","42","T4","14",18,15,3,"2"
"Nitmiluk","42","T4","15",18,40,3,"2"
"Nitmiluk","42","T4","16",28,40,1,"2"
"Nitmiluk","42","T4","17",20,30,3,"1"
"Nitmiluk","42","T4","18",14,15,2,"1"
"Nitmiluk","42","T4","19",20,10,2,"1"
"Nitmiluk","42","T4","20",16,15,2,"0"
"Nitmiluk","42","T4","21",10,5,2,"0"
"Nitmiluk","42","T4","22",15,10,3,"0"
"Nitmiluk","42","T4","23",13,35,2,"0"
"Nitmiluk","42","T4","24",15,20,2,"0"
"Nitmiluk","42","T4","25",10,25,2,"0"
"Nitmiluk","42","T4","26",18,20,3,"0"
"Nitmiluk","42","T4","27",12,15,4,"2"
"Nitmiluk","42","T4","28",13,10,3,"1"
"Nitmiluk","42","T4","29",10,3,8,"0"
"Nitmiluk","42","T4","30",15,2,0,NA
"Nitmiluk","42","T4","31",10,3,3,"0"
"Nitmiluk","42","T4","32",12,5,3,"0"
"Nitmiluk","42","T4","33",12,5,2,"0"
"Nitmiluk","42","T4","34",10,5,10,"0"
"Nitmiluk","42","T4","35",10,2,5,"0"
"Nitmiluk","42","T4","36",5,10,3,"0"
"Nitmiluk","42","T4","37",15,5,3,"0"
"Nitmiluk","42","T4","38",20,15,2,"2"
"Nitmiluk","42","T4","39",18,35,5,"0"
"Nitmiluk","42","T4","40",30,35,2,"2"
"Nitmiluk","42","T5","1",25,5,0,"0"
"Nitmiluk","42","T5","2",50,5,0,"0"
"Nitmiluk","42","T5","3",50,10,0,"0"
"Nitmiluk","42","T5","4",50,10,0,"0"
"Nitmiluk","42","T5","5",40,5,0,"0"
"Nitmiluk","42","T5","6",30,2,0,"0"
"Nitmiluk","42","T5","7",25,1,0,"0"
"Nitmiluk","42","T5","8",25,2,0,"0"
"Nitmiluk","42","T5","9",25,10,0,"0"
"Nitmiluk","42","T5","10",30,8,0,"0"
"Nitmiluk","42","T5","11",25,5,0,"0"
"Nitmiluk","42","T5","12",40,15,0,"1"
"Nitmiluk","42","T5","13",30,90,0,"1"
"Nitmiluk","42","T5","14",80,20,0,"1"
"Nitmiluk","42","T5","15",60,30,0,"1"
"Nitmiluk","42","T5","16",30,20,0,"1"
"Nitmiluk","42","T5","17",25,5,0,"0"
"Nitmiluk","42","T5","18",20,5,0,"0"
"Nitmiluk","42","T5","19",35,50,0,"0"
"Nitmiluk","42","T5","20",40,40,0,"0"
"Nitmiluk","42","T5","21",25,5,0,"0"
"Nitmiluk","42","T5","22",20,5,0,"0"
"Nitmiluk","42","T5","23",60,20,0,"0"
"Nitmiluk","42","T5","24",85,70,0,"1"
"Nitmiluk","42","T5","25",25,20,0,"1"
"Nitmiluk","42","T5","26",25,50,0,"1"
"Nitmiluk","42","T5","27",35,10,0,"1"
"Nitmiluk","42","T5","28",35,30,0,"1"
"Nitmiluk","42","T5","29",30,5,0,"1"
"Nitmiluk","42","T5","30",25,5,0,"0"
"Nitmiluk","42","T5","31",30,30,0,"0"
"Nitmiluk","42","T5","32",35,5,0,"0"
"Nitmiluk","42","T5","33",35,10,0,"0"
"Nitmiluk","42","T5","34",25,5,0,"0"
"Nitmiluk","42","T5","35",30,2,0,"0"
"Nitmiluk","42","T5","36",25,2,0,"0"
"Nitmiluk","42","T5","37",40,5,0,"0"
"Nitmiluk","42","T5","38",35,5,0,"1"
"Nitmiluk","42","T5","39",30,5,0,"1"
"Nitmiluk","42","T5","40",35,10,0,"1"
"Nitmiluk","43","T1","1",100,95,0,"1"
"Nitmiluk","43","T1","2",95,90,0,"1"
"Nitmiluk","43","T1","3",80,80,0,"1"
"Nitmiluk","43","T1","4",85,85,0,"1"
"Nitmiluk","43","T1","5",90,90,0,"1"
"Nitmiluk","43","T1","6",90,90,0,"1"
"Nitmiluk","43","T1","7",95,95,0,"1"
"Nitmiluk","43","T1","8",90,90,0,"1"
"Nitmiluk","43","T1","9",90,90,0,"1"
"Nitmiluk","43","T1","10",90,90,0,"1"
"Nitmiluk","43","T1","11",100,100,0,"0"
"Nitmiluk","43","T1","12",100,100,0,"0"
"Nitmiluk","43","T1","13",100,100,0,"0"
"Nitmiluk","43","T1","14",95,95,0,"0"
"Nitmiluk","43","T1","15",95,95,0,"1"
"Nitmiluk","43","T1","16",95,95,0,"1"
"Nitmiluk","43","T1","17",95,95,0,"0"
"Nitmiluk","43","T1","18",100,100,0,"0"
"Nitmiluk","43","T1","19",80,80,0,"0"
"Nitmiluk","43","T1","20",80,80,0,"0"
"Nitmiluk","43","T1","21",100,100,0,"0"
"Nitmiluk","43","T1","22",95,95,0,"0"
"Nitmiluk","43","T1","23",95,95,0,"0"
"Nitmiluk","43","T1","24",100,100,0,"1"
"Nitmiluk","43","T1","25",100,100,0,"0"
"Nitmiluk","43","T1","26",95,95,0,"0"
"Nitmiluk","43","T1","27",95,95,0,"0"
"Nitmiluk","43","T1","28",95,95,0,"0"
"Nitmiluk","43","T1","29",90,90,0,"0"
"Nitmiluk","43","T1","30",85,85,0,"1"
"Nitmiluk","43","T1","31",100,100,0,"1"
"Nitmiluk","43","T1","32",100,100,0,"1"
